start;stop;from;from_ip;server;server_dist;server_ping;download;upload;share_url
2016-03-08 23:30:01;2016-03-08 23:30:35;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.065 ms;87.17 Mbit/s;16.15 Mbit/s;http://www.speedtest.net/result/5151581840.png
2016-03-08 23:35:01;2016-03-08 23:35:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;23.829 ms;91.43 Mbit/s;17.75 Mbit/s;http://www.speedtest.net/result/5151589709.png
2016-03-08 23:40:01;2016-03-08 23:40:36;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.459 ms;91.47 Mbit/s;13.60 Mbit/s;http://www.speedtest.net/result/5151597674.png
2016-03-08 23:45:01;2016-03-08 23:45:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.67 ms;91.93 Mbit/s;19.52 Mbit/s;http://www.speedtest.net/result/5151605335.png
2016-03-08 23:50:01;2016-03-08 23:50:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.624 ms;89.58 Mbit/s;12.52 Mbit/s;http://www.speedtest.net/result/5151613078.png
2016-03-08 23:55:02;2016-03-08 23:55:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.771 ms;89.36 Mbit/s;19.17 Mbit/s;http://www.speedtest.net/result/5151620810.png
2016-03-09 00:00:01;2016-03-09 00:00:40;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;27.435 ms;93.31 Mbit/s;19.52 Mbit/s;http://www.speedtest.net/result/5151628778.png
2016-03-09 00:05:01;2016-03-09 00:05:30;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.122 ms;93.11 Mbit/s;19.58 Mbit/s;http://www.speedtest.net/result/5151636525.png
2016-03-09 00:10:01;2016-03-09 00:10:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.791 ms;89.64 Mbit/s;19.58 Mbit/s;http://www.speedtest.net/result/5151644186.png
2016-03-09 00:15:01;2016-03-09 00:15:34;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.029 ms;93.29 Mbit/s;19.29 Mbit/s;http://www.speedtest.net/result/5151651957.png
2016-03-09 00:20:01;2016-03-09 00:20:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.177 ms;92.45 Mbit/s;16.99 Mbit/s;http://www.speedtest.net/result/5151659590.png
2016-03-09 00:25:01;2016-03-09 00:25:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;23.589 ms;89.34 Mbit/s;18.01 Mbit/s;http://www.speedtest.net/result/5151667123.png
2016-03-09 00:30:01;2016-03-09 00:30:35;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.406 ms;88.44 Mbit/s;19.50 Mbit/s;http://www.speedtest.net/result/5151675220.png
2016-03-09 00:35:01;2016-03-09 00:35:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.026 ms;91.63 Mbit/s;19.48 Mbit/s;http://www.speedtest.net/result/5151683099.png
2016-03-09 00:40:01;2016-03-09 00:40:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.843 ms;92.33 Mbit/s;19.56 Mbit/s;http://www.speedtest.net/result/5151690590.png
2016-03-09 00:45:01;2016-03-09 00:45:34;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.184 ms;88.66 Mbit/s;19.56 Mbit/s;http://www.speedtest.net/result/5151698431.png
2016-03-09 00:50:01;2016-03-09 00:50:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.879 ms;92.70 Mbit/s;18.33 Mbit/s;http://www.speedtest.net/result/5151706151.png
2016-03-09 00:55:01;2016-03-09 00:55:34;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.179 ms;92.48 Mbit/s;12.61 Mbit/s;http://www.speedtest.net/result/5151714007.png
2016-03-09 01:00:01;2016-03-09 01:00:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.159 ms;88.46 Mbit/s;18.56 Mbit/s;http://www.speedtest.net/result/5151721693.png
2016-03-09 01:05:01;2016-03-09 01:05:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.357 ms;92.93 Mbit/s;17.36 Mbit/s;http://www.speedtest.net/result/5151729983.png
2016-03-09 01:10:01;2016-03-09 01:10:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.565 ms;85.54 Mbit/s;19.41 Mbit/s;http://www.speedtest.net/result/5151737386.png
2016-03-09 01:15:01;2016-03-09 01:15:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;23.988 ms;90.45 Mbit/s;12.27 Mbit/s;http://www.speedtest.net/result/5151745114.png
2016-03-09 01:20:01;2016-03-09 01:20:32;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;24.107 ms;92.68 Mbit/s;15.20 Mbit/s;http://www.speedtest.net/result/5151752754.png
2016-03-09 01:25:02;2016-03-09 01:25:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.052 ms;91.92 Mbit/s;13.16 Mbit/s;http://www.speedtest.net/result/5151760354.png
2016-03-09 01:30:01;2016-03-09 01:30:43;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.618 ms;90.33 Mbit/s;17.45 Mbit/s;http://www.speedtest.net/result/5151768564.png
2016-03-09 01:35:01;2016-03-09 01:35:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.2 ms;92.45 Mbit/s;19.44 Mbit/s;http://www.speedtest.net/result/5151776104.png
2016-03-09 01:40:01;2016-03-09 01:40:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.391 ms;87.63 Mbit/s;19.52 Mbit/s;http://www.speedtest.net/result/5151783922.png
2016-03-09 01:45:02;2016-03-09 01:45:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.969 ms;90.06 Mbit/s;19.56 Mbit/s;http://www.speedtest.net/result/5151791713.png
2016-03-09 01:50:01;2016-03-09 01:50:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.337 ms;87.61 Mbit/s;19.60 Mbit/s;http://www.speedtest.net/result/5151799682.png
2016-03-09 01:55:01;2016-03-09 01:55:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.917 ms;91.10 Mbit/s;18.10 Mbit/s;http://www.speedtest.net/result/5151807572.png
2016-03-09 02:00:01;2016-03-09 02:00:35;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.938 ms;92.83 Mbit/s;17.54 Mbit/s;http://www.speedtest.net/result/5151815779.png
2016-03-09 02:05:01;2016-03-09 02:05:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.803 ms;93.00 Mbit/s;19.57 Mbit/s;http://www.speedtest.net/result/5151823793.png
2016-03-09 02:10:01;2016-03-09 02:10:35;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;28.707 ms;92.99 Mbit/s;12.43 Mbit/s;http://www.speedtest.net/result/5151831639.png
2016-03-09 02:15:01;2016-03-09 02:15:32;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.806 ms;90.30 Mbit/s;18.46 Mbit/s;http://www.speedtest.net/result/5151839186.png
2016-03-09 02:20:01;2016-03-09 02:20:35;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.207 ms;92.93 Mbit/s;13.44 Mbit/s;http://www.speedtest.net/result/5151847096.png
2016-03-09 02:25:01;2016-03-09 02:25:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.331 ms;88.10 Mbit/s;19.47 Mbit/s;http://www.speedtest.net/result/5151854746.png
2016-03-09 02:30:01;2016-03-09 02:30:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.076 ms;91.93 Mbit/s;19.51 Mbit/s;http://www.speedtest.net/result/5151862458.png
2016-03-09 02:35:01;2016-03-09 02:35:27;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.849 ms;93.03 Mbit/s;19.48 Mbit/s;http://www.speedtest.net/result/5151870336.png
2016-03-09 02:40:01;2016-03-09 02:40:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.399 ms;93.19 Mbit/s;16.79 Mbit/s;http://www.speedtest.net/result/5151878093.png
2016-03-09 02:45:01;2016-03-09 02:45:42;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.38 ms;92.13 Mbit/s;19.30 Mbit/s;http://www.speedtest.net/result/5151885855.png
2016-03-09 02:50:01;2016-03-09 02:50:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.261 ms;92.13 Mbit/s;18.23 Mbit/s;http://www.speedtest.net/result/5151892937.png
2016-03-09 02:55:01;2016-03-09 02:55:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.515 ms;91.94 Mbit/s;19.46 Mbit/s;http://www.speedtest.net/result/5151900460.png
2016-03-09 03:00:01;2016-03-09 03:00:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.239 ms;91.93 Mbit/s;19.38 Mbit/s;http://www.speedtest.net/result/5151908023.png
2016-03-09 03:05:01;2016-03-09 03:05:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.832 ms;90.80 Mbit/s;19.47 Mbit/s;http://www.speedtest.net/result/5151915958.png
2016-03-09 03:10:01;2016-03-09 03:10:34;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.818 ms;92.93 Mbit/s;16.88 Mbit/s;http://www.speedtest.net/result/5151923583.png
2016-03-09 03:15:01;2016-03-09 03:15:32;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;27.442 ms;92.72 Mbit/s;17.39 Mbit/s;http://www.speedtest.net/result/5151931215.png
2016-03-09 03:20:01;2016-03-09 03:20:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.088 ms;91.03 Mbit/s;18.62 Mbit/s;http://www.speedtest.net/result/5151938513.png
2016-03-09 03:25:01;2016-03-09 03:25:30;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;25.919 ms;89.34 Mbit/s;19.47 Mbit/s;http://www.speedtest.net/result/5151946027.png
2016-03-09 03:30:01;2016-03-09 03:30:35;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.38 ms;91.24 Mbit/s;14.15 Mbit/s;http://www.speedtest.net/result/5151953419.png
2016-03-09 03:35:01;2016-03-09 03:35:27;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.105 ms;92.63 Mbit/s;19.33 Mbit/s;http://www.speedtest.net/result/5151960734.png
2016-03-09 03:40:01;2016-03-09 03:40:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.958 ms;89.21 Mbit/s;13.55 Mbit/s;http://www.speedtest.net/result/5151968229.png
2016-03-09 03:45:01;2016-03-09 03:45:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.07 ms;85.28 Mbit/s;14.43 Mbit/s;http://www.speedtest.net/result/5151975461.png
2016-03-09 03:50:02;2016-03-09 03:50:36;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.114 ms;92.30 Mbit/s;19.52 Mbit/s;http://www.speedtest.net/result/5151983040.png
2016-03-09 03:55:01;2016-03-09 03:55:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.622 ms;90.27 Mbit/s;19.45 Mbit/s;http://www.speedtest.net/result/5151990011.png
2016-03-09 04:00:01;2016-03-09 04:00:39;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.231 ms;89.92 Mbit/s;19.50 Mbit/s;http://www.speedtest.net/result/5151997559.png
2016-03-09 04:05:01;2016-03-09 04:05:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;27.909 ms;90.47 Mbit/s;19.12 Mbit/s;http://www.speedtest.net/result/5152004923.png
2016-03-09 04:10:01;2016-03-09 04:10:33;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.628 ms;89.91 Mbit/s;18.06 Mbit/s;http://www.speedtest.net/result/5152012059.png
2016-03-09 04:15:01;2016-03-09 04:15:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.073 ms;92.83 Mbit/s;17.63 Mbit/s;http://www.speedtest.net/result/5152019193.png
2016-03-09 04:20:02;2016-03-09 04:20:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.336 ms;92.51 Mbit/s;19.55 Mbit/s;http://www.speedtest.net/result/5152026351.png
2016-03-09 04:25:02;2016-03-09 04:25:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;27.164 ms;92.16 Mbit/s;19.17 Mbit/s;http://www.speedtest.net/result/5152033605.png
2016-03-09 04:30:01;2016-03-09 04:30:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.761 ms;91.32 Mbit/s;18.68 Mbit/s;http://www.speedtest.net/result/5152040720.png
2016-03-09 04:35:01;2016-03-09 04:35:38;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.355 ms;69.49 Mbit/s;5.87 Mbit/s;http://www.speedtest.net/result/5152048072.png
2016-03-09 04:40:01;2016-03-09 04:40:43;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.103 ms;47.04 Mbit/s;8.72 Mbit/s;http://www.speedtest.net/result/5152055130.png
2016-03-09 04:45:01;2016-03-09 04:45:49;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.162 ms;71.50 Mbit/s;8.35 Mbit/s;http://www.speedtest.net/result/5152062253.png
2016-03-09 04:50:01;2016-03-09 04:50:39;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.995 ms;64.10 Mbit/s;15.94 Mbit/s;http://www.speedtest.net/result/5152069130.png
2016-03-09 04:55:01;2016-03-09 04:55:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.236 ms;92.91 Mbit/s;16.93 Mbit/s;http://www.speedtest.net/result/5152076263.png
2016-03-09 05:00:01;2016-03-09 05:00:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.095 ms;87.09 Mbit/s;19.53 Mbit/s;http://www.speedtest.net/result/5152083469.png
2016-03-09 05:05:01;2016-03-09 05:05:28;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;24.881 ms;89.35 Mbit/s;19.56 Mbit/s;http://www.speedtest.net/result/5152091011.png
2016-03-09 05:10:01;2016-03-09 05:10:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.083 ms;89.21 Mbit/s;18.59 Mbit/s;http://www.speedtest.net/result/5152098270.png
2016-03-09 05:15:02;2016-03-09 05:15:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.985 ms;91.40 Mbit/s;19.60 Mbit/s;http://www.speedtest.net/result/5152105385.png
2016-03-09 05:20:01;2016-03-09 05:20:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.161 ms;92.90 Mbit/s;19.58 Mbit/s;http://www.speedtest.net/result/5152112613.png
2016-03-09 05:25:01;2016-03-09 05:25:31;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;25.903 ms;88.56 Mbit/s;19.13 Mbit/s;http://www.speedtest.net/result/5152119770.png
2016-03-09 05:30:01;2016-03-09 05:30:34;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.004 ms;89.94 Mbit/s;13.85 Mbit/s;http://www.speedtest.net/result/5152126869.png
2016-03-09 05:35:01;2016-03-09 05:35:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.837 ms;92.98 Mbit/s;17.49 Mbit/s;http://www.speedtest.net/result/5152133917.png
2016-03-09 05:40:01;2016-03-09 05:40:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.405 ms;91.21 Mbit/s;15.22 Mbit/s;http://www.speedtest.net/result/5152141018.png
2016-03-09 05:45:02;2016-03-09 05:45:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.365 ms;88.32 Mbit/s;14.19 Mbit/s;http://www.speedtest.net/result/5152148250.png
2016-03-09 05:50:01;2016-03-09 05:50:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.888 ms;92.50 Mbit/s;19.51 Mbit/s;http://www.speedtest.net/result/5152155293.png
2016-03-09 05:55:01;2016-03-09 05:55:31;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.415 ms;92.02 Mbit/s;17.16 Mbit/s;http://www.speedtest.net/result/5152162425.png
2016-03-09 06:00:01;2016-03-09 06:00:56;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.576 ms;90.56 Mbit/s;19.50 Mbit/s;http://www.speedtest.net/result/5152170422.png
2016-03-09 06:05:01;2016-03-09 06:05:38;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.016 ms;89.95 Mbit/s;14.05 Mbit/s;http://www.speedtest.net/result/5152177380.png
2016-03-09 06:10:01;2016-03-09 06:10:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.034 ms;92.07 Mbit/s;19.53 Mbit/s;http://www.speedtest.net/result/5152184641.png
2016-03-09 06:15:01;2016-03-09 06:15:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.313 ms;91.36 Mbit/s;18.27 Mbit/s;http://www.speedtest.net/result/5152192040.png
2016-03-09 06:20:01;2016-03-09 06:20:35;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.846 ms;90.98 Mbit/s;18.55 Mbit/s;http://www.speedtest.net/result/5152199850.png
2016-03-09 06:25:01;2016-03-09 06:25:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.023 ms;91.52 Mbit/s;19.51 Mbit/s;http://www.speedtest.net/result/5152207347.png
2016-03-09 06:30:01;2016-03-09 06:30:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.239 ms;93.06 Mbit/s;19.48 Mbit/s;http://www.speedtest.net/result/5152214837.png
2016-03-09 06:35:01;2016-03-09 06:35:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.225 ms;92.50 Mbit/s;19.30 Mbit/s;http://www.speedtest.net/result/5152222277.png
2016-03-09 06:40:01;2016-03-09 06:40:33;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.458 ms;87.81 Mbit/s;19.51 Mbit/s;http://www.speedtest.net/result/5152229876.png
2016-03-09 06:45:01;2016-03-09 06:45:34;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.044 ms;91.42 Mbit/s;19.19 Mbit/s;http://www.speedtest.net/result/5152237526.png
2016-03-09 06:50:01;2016-03-09 06:50:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.395 ms;88.64 Mbit/s;13.04 Mbit/s;http://www.speedtest.net/result/5152245162.png
2016-03-09 06:55:01;2016-03-09 06:55:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.779 ms;93.09 Mbit/s;19.53 Mbit/s;http://www.speedtest.net/result/5152252685.png
2016-03-09 07:00:01;2016-03-09 07:00:33;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.527 ms;91.78 Mbit/s;19.28 Mbit/s;http://www.speedtest.net/result/5152260541.png
2016-03-09 07:05:01;2016-03-09 07:05:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.521 ms;93.41 Mbit/s;14.54 Mbit/s;http://www.speedtest.net/result/5152268893.png
2016-03-09 07:10:01;2016-03-09 07:10:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.14 ms;89.50 Mbit/s;12.99 Mbit/s;http://www.speedtest.net/result/5152276986.png
2016-03-09 07:15:01;2016-03-09 07:15:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;23.583 ms;88.65 Mbit/s;19.15 Mbit/s;http://www.speedtest.net/result/5152285145.png
2016-03-09 07:20:01;2016-03-09 07:20:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.84 ms;86.41 Mbit/s;18.47 Mbit/s;http://www.speedtest.net/result/5152293495.png
2016-03-09 07:25:01;2016-03-09 07:25:30;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;25.518 ms;91.90 Mbit/s;19.08 Mbit/s;http://www.speedtest.net/result/5152301643.png
2016-03-09 07:30:01;2016-03-09 07:30:30;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.82 ms;89.89 Mbit/s;17.77 Mbit/s;http://www.speedtest.net/result/5152310016.png
2016-03-09 07:35:01;2016-03-09 07:35:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.153 ms;92.85 Mbit/s;17.49 Mbit/s;http://www.speedtest.net/result/5152318213.png
2016-03-09 07:40:01;2016-03-09 07:40:33;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.193 ms;87.40 Mbit/s;19.32 Mbit/s;http://www.speedtest.net/result/5152326422.png
2016-03-09 07:45:01;2016-03-09 07:45:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.219 ms;92.68 Mbit/s;19.45 Mbit/s;http://www.speedtest.net/result/5152334607.png
2016-03-09 07:50:01;2016-03-09 07:50:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.785 ms;85.86 Mbit/s;19.58 Mbit/s;http://www.speedtest.net/result/5152342911.png
2016-03-09 07:55:01;2016-03-09 07:55:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;23.47 ms;92.50 Mbit/s;18.95 Mbit/s;http://www.speedtest.net/result/5152351046.png
2016-03-09 08:00:01;2016-03-09 08:00:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.688 ms;91.73 Mbit/s;19.51 Mbit/s;http://www.speedtest.net/result/5152359486.png
2016-03-09 08:05:02;2016-03-09 08:07:40;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.831 ms;33.78 Mbit/s;0.28 Mbit/s;http://www.speedtest.net/result/5152372291.png
2016-03-09 08:10:01;2016-03-09 08:11:46;SFR;78.126.184.135;Orange (Paris);19.28 km;44.863 ms;22.11 Mbit/s;4.65 Mbit/s;http://www.speedtest.net/result/5152379368.png
2016-03-09 08:15:01;2016-03-09 08:15:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.818 ms;86.52 Mbit/s;13.94 Mbit/s;http://www.speedtest.net/result/5152385930.png
2016-03-09 08:20:01;2016-03-09 08:20:42;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.758 ms;78.61 Mbit/s;8.90 Mbit/s;http://www.speedtest.net/result/5152395068.png
2016-03-09 08:25:01;2016-03-09 08:25:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.038 ms;87.77 Mbit/s;19.52 Mbit/s;http://www.speedtest.net/result/5152403647.png
2016-03-09 08:30:01;2016-03-09 08:30:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.09 ms;84.01 Mbit/s;19.48 Mbit/s;http://www.speedtest.net/result/5152412787.png
2016-03-09 08:35:01;2016-03-09 08:35:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.75 ms;92.90 Mbit/s;19.55 Mbit/s;http://www.speedtest.net/result/5152421790.png
2016-03-09 08:40:01;2016-03-09 08:40:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;22.917 ms;90.74 Mbit/s;17.00 Mbit/s;http://www.speedtest.net/result/5152430981.png
2016-03-09 08:45:01;2016-03-09 08:45:34;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.886 ms;87.34 Mbit/s;14.43 Mbit/s;http://www.speedtest.net/result/5152440319.png
2016-03-09 08:50:01;2016-03-09 08:50:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.762 ms;90.26 Mbit/s;13.22 Mbit/s;http://www.speedtest.net/result/5152449381.png
2016-03-09 08:55:01;2016-03-09 08:55:29;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.31 ms;92.11 Mbit/s;17.72 Mbit/s;http://www.speedtest.net/result/5152458318.png
2016-03-09 09:00:01;2016-03-09 09:00:39;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.707 ms;85.52 Mbit/s;19.42 Mbit/s;http://www.speedtest.net/result/5152467948.png
2016-03-09 09:05:01;2016-03-09 09:05:29;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.67 ms;87.31 Mbit/s;19.49 Mbit/s;http://www.speedtest.net/result/5152477504.png
2016-03-09 09:10:01;2016-03-09 09:10:32;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.873 ms;91.62 Mbit/s;16.74 Mbit/s;http://www.speedtest.net/result/5152486951.png
2016-03-09 09:15:01;2016-03-09 09:15:28;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;25.645 ms;92.85 Mbit/s;19.55 Mbit/s;http://www.speedtest.net/result/5152496213.png
2016-03-09 09:20:01;2016-03-09 09:20:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.214 ms;92.28 Mbit/s;17.60 Mbit/s;http://www.speedtest.net/result/5152505905.png
2016-03-09 09:25:01;2016-03-09 09:25:34;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;28.164 ms;91.88 Mbit/s;12.60 Mbit/s;http://www.speedtest.net/result/5152515729.png
2016-03-09 09:30:01;2016-03-09 09:33:17;SFR;78.126.184.135;Orange (Paris);19.28 km;39.961 ms;0.72 Mbit/s;0.00 Mbit/s;http://www.speedtest.net/result/0.png
2016-03-09 09:35:01;2016-03-09 09:36:21;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;26.715 ms;1.33 Mbit/s;0.06 Mbit/s;http://www.speedtest.net/result/5152536933.png
2016-03-09 09:40:01;2016-03-09 09:40:40;;;;;;;;
2016-03-09 09:45:01;2016-03-09 09:45:30;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;28.229 ms;92.46 Mbit/s;19.34 Mbit/s;http://www.speedtest.net/result/5152554961.png
2016-03-09 09:50:01;2016-03-09 09:50:31;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;27.644 ms;89.20 Mbit/s;15.09 Mbit/s;http://www.speedtest.net/result/5152565085.png
2016-03-09 09:55:01;2016-03-09 09:55:30;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;24.324 ms;89.36 Mbit/s;18.74 Mbit/s;http://www.speedtest.net/result/5152575242.png
2016-03-09 10:00:01;2016-03-09 10:00:33;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;24.997 ms;93.15 Mbit/s;14.39 Mbit/s;http://www.speedtest.net/result/5152585405.png
2016-03-09 10:05:01;2016-03-09 10:05:33;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;26.316 ms;93.05 Mbit/s;16.63 Mbit/s;http://www.speedtest.net/result/5152595813.png
2016-03-09 10:10:01;2016-03-09 10:10:28;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;25.999 ms;90.46 Mbit/s;19.45 Mbit/s;http://www.speedtest.net/result/5152605619.png
2016-03-09 10:15:01;2016-03-09 10:15:34;SFR;78.126.184.135;FreeMobile (Paris);19.28 km;25.093 ms;90.69 Mbit/s;19.30 Mbit/s;http://www.speedtest.net/result/5152616124.png
2016-03-09 10:20:01;2016-03-09 10:20:36;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;28.073 ms;90.85 Mbit/s;13.35 Mbit/s;http://www.speedtest.net/result/5152626439.png
2016-03-09 10:25:01;2016-03-09 10:27:18;SFR;78.126.184.135;fdcservers.net (Paris);19.28 km;942.408 ms;8.93 Mbit/s;0.29 Mbit/s;http://www.speedtest.net/result/5152640234.png
2016-03-09 10:30:01;2016-03-09 10:31:06;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;28.045 ms;77.48 Mbit/s;0.10 Mbit/s;http://www.speedtest.net/result/5152648013.png
2016-03-09 10:35:01;2016-03-09 10:37:58;SFR;78.126.184.135;Proceau (Nanterre);8.78 km;30.825 ms;0.54 Mbit/s;0.23 Mbit/s;http://www.speedtest.net/result/5152661961.png
